name,country_of_citizenship,position,foot,height_in_cm,current_club_domestic_competition_id,current_club_name,market_value_in_eur,yellow_cards,red_cards,goals,assists,minutes_played,age
Scott Wright,Scotland,Attack,right,176.0,SC1,Rangers FC,1200000.0,2,0,1,0,914,27
Cemali Sertel,Türkiye,Defender,left,186.0,TR1,Hatayspor,1200000.0,1,0,0,1,1320,25
Unai García,Spain,Defender,right,186.0,ES1,CA Osasuna,1200000.0,5,0,1,0,559,32
Roger Martí,Spain,Attack,right,179.0,ES1,Cádiz CF,1200000.0,3,0,2,3,1369,34
Renato Gojkovic,Bosnia-Herzegovina,Defender,right,195.0,RU1,FK Orenburg,1200000.0,7,0,0,0,1619,29
Nikola Maras,Serbia,Defender,right,189.0,ES1,Deportivo Alavés,1200000.0,0,0,0,0,194,29
Harrison Ashby,Scotland,Defender,right,179.0,GB1,Newcastle United,1200000.0,1,0,0,0,158,23
Iván Villar,Spain,Goalkeeper,right,186.0,ES1,Celta de Vigo,1200000.0,0,1,0,0,1375,27
Salvi Sánchez,Spain,Attack,right,170.0,ES1,Rayo Vallecano,1200000.0,0,0,2,1,225,33
Tamerlan Musaev,Russia,Attack,right,186.0,RU1,Baltika Kaliningrad,1200000.0,5,0,10,5,2206,23
Fraser Forster,England,Goalkeeper,right,201.0,GB1,Tottenham Hotspur,1200000.0,0,0,0,0,90,36
Alexander Busch,Denmark,Defender,right,190.0,DK1,Silkeborg IF,1200000.0,4,0,0,0,1688,21
Jessy Deminguet,France,Midfield,left,178.0,FR1,RC Strasbourg Alsace,1200000.0,1,0,0,0,689,27
Jure Balkovec,Slovenia,Defender,left,185.0,TR1,Alanyaspor,1200000.0,7,0,3,0,2123,30
João Carvalho,Portugal,Midfield,right,172.0,GR1,Olympiacos Piraeus,1200000.0,1,0,0,2,757,27
Carlos Mané,Guinea-Bissau,Attack,right,173.0,TR1,Kayserispor,1200000.0,2,0,5,2,1133,30
Jordi Mboula,Spain,Attack,right,183.0,IT1,Hellas Verona,1200000.0,0,0,1,1,483,25
Maryan Shved,Ukraine,Attack,left,171.0,UKR1,Shakhtar Donetsk,1200000.0,0,0,3,2,603,27
Pejiño,Spain,Attack,left,178.0,ES1,UD Las Palmas,1200000.0,1,0,2,0,674,28
Nayel Mehssatou,Chile,Defender,right,173.0,BE1,KV Kortrijk,1200000.0,6,0,0,1,1934,22
Alex Matos,England,Midfield,right,175.0,GB1,Chelsea FC,1200000.0,1,0,0,0,65,20
Lukas Daschner,Germany,Midfield,both,185.0,L1,VfL Bochum,1200000.0,2,0,1,1,570,26
Patrick Pflücke,Germany,Attack,left,170.0,BE1,KV Mechelen,1200000.0,1,0,4,4,1154,28
Gerasimos Mitoglou,Greece,Defender,right,195.0,GR1,AEK Athens,1200000.0,3,0,0,0,920,25
Edoardo Goldaniga,Italy,Defender,right,193.0,IT1,Cagliari Calcio,1200000.0,3,0,0,0,1014,31
Mert Günok,Türkiye,Goalkeeper,right,196.0,TR1,Besiktas JK,1200000.0,4,1,0,0,3084,35
Islam Slimani,Algeria,Attack,right,188.0,BE1,KV Mechelen,1200000.0,1,0,0,2,407,36
Lorenzo Venuti,Italy,Defender,right,179.0,IT1,US Lecce,1200000.0,1,0,0,0,447,29
Keita Baldé,Senegal,Attack,both,178.0,RU1,Spartak Moscow,1200000.0,1,0,0,1,278,29
Gary Magnée,Belgium,Defender,right,175.0,BE1,KAS Eupen,1200000.0,3,0,2,4,1964,25
Erdoğan Yeşilyurt,Türkiye,Defender,both,175.0,TR1,Antalyaspor,1200000.0,8,1,3,3,2485,31
Jonathan Panzo,England,Defender,left,188.0,BE1,Standard Liège,1200000.0,1,0,0,0,308,24
Mathias Honsak,Austria,Attack,left,188.0,L1,SV Darmstadt 98,1200000.0,1,0,1,1,1089,28
Niklas Pyyhtiä,Finland,Midfield,left,188.0,IT1,Bologna FC 1909,1200000.0,0,0,0,0,61,21
Anders Klynge,Denmark,Midfield,right,175.0,DK1,Silkeborg IF,1200000.0,4,0,3,5,2504,24
Aytaç Kara,Türkiye,Midfield,right,188.0,TR1,Kasimpasa,1200000.0,4,0,14,4,3250,31
Lamine Diack,Senegal,Midfield,right,186.0,FR1,FC Nantes,1200000.0,0,0,0,0,1,24
Jordan Amavi,France,Defender,left,176.0,FR1,Stade Brestois 29,1200000.0,1,0,1,0,91,30
Mamadou Fall,Senegal,Attack,right,184.0,TR1,Kasimpasa,1200000.0,4,0,8,5,2858,33
Carlinhos,Brazil,Midfield,right,179.0,PO1,Portimonense SC,1200000.0,12,0,11,6,3032,30
Andrej Djokanovic,Bosnia-Herzegovina,Midfield,right,180.0,TR1,MKE Ankaragücü,1200000.0,1,0,0,0,612,23
Domagoj Vida,Croatia,Defender,right,184.0,GR1,AEK Athens,1200000.0,5,0,6,0,2595,35
Nazinho,Portugal,Defender,left,180.0,BE1,Cercle Brugge,1200000.0,5,0,1,0,1134,21
Niklas Vesterlund,Denmark,Defender,right,185.0,NL1,FC Utrecht,1200000.0,1,0,0,1,269,25
Brian Mansilla,Argentina,Attack,left,178.0,RU1,FK Orenburg,1200000.0,6,1,3,4,2211,27
Joe Bell,New Zealand,Midfield,right,182.0,DK1,Bröndby IF,1200000.0,0,0,0,0,9,25
Ahmed Hassan,Egypt,Attack,right,191.0,TR1,Pendikspor,1200000.0,1,0,6,2,994,31
Dimitry Bertaud,DR Congo,Goalkeeper,right,180.0,FR1,Montpellier HSC,1200000.0,0,0,0,0,360,26
Bailey Peacock-Farrell,Northern Ireland,Goalkeeper,left,194.0,DK1,Aarhus GF,1200000.0,1,1,0,0,1790,28
Bryan Acosta,Honduras,Midfield,right,175.0,TR1,Gaziantep FK,1200000.0,0,0,0,0,41,31
Saúl Guarirapa,Venezuela,Attack,right,189.0,RU1,FC Sochi,1200000.0,3,0,9,1,843,22
Moussa Sissoko,France,Midfield,right,187.0,FR1,FC Nantes,1200000.0,7,0,0,0,1824,35
Theocharis Tsingaras,Greece,Midfield,right,175.0,GR1,PAOK Thessaloniki,1200000.0,2,0,1,1,1082,24
Anass Salah-Eddine,Netherlands,Defender,left,181.0,NL1,Ajax Amsterdam,1200000.0,0,0,0,2,333,23
Siebe Horemans,Belgium,Defender,right,186.0,NL1,Excelsior Rotterdam,1200000.0,5,1,4,3,3357,26
Nikolas Dyhr,Denmark,Defender,left,179.0,DK1,FC Midtjylland,1200000.0,1,0,0,1,719,23
Mike van der Hoorn,Netherlands,Defender,right,190.0,NL1,FC Utrecht,1200000.0,5,0,2,0,1739,32
Erik Palmer-Brown,United States,Defender,right,186.0,GR1,Panathinaikos FC,1200000.0,0,0,0,0,138,27
Luca Pfeiffer,Germany,Attack,right,196.0,L1,SV Darmstadt 98,1200000.0,3,0,1,4,1626,28
Frankie Kent,England,Defender,right,188.0,SC1,Heart of Midlothian FC,1200000.0,4,0,1,3,3330,29
Braydon Manu,Ghana,Attack,both,170.0,L1,SV Darmstadt 98,1200000.0,1,0,0,0,216,27
Nico Mantl,Germany,Goalkeeper,right,193.0,DK1,Viborg FF,1200000.0,0,0,0,0,450,24
Tuur Rommens,Belgium,Defender,left,185.0,BE1,KVC Westerlo,1200000.0,1,1,1,2,943,21
Noah Adedeji-Sternberg,Belgium,Attack,right,182.0,BE1,KRC Genk,1200000.0,0,0,0,0,17,19
Jaydon Banel,Netherlands,Attack,right,172.0,NL1,Ajax Amsterdam,1200000.0,0,0,0,1,93,20
Isaac Mbenza,Belgium,Attack,right,188.0,BE1,R Charleroi SC,1200000.0,3,0,1,3,1579,28
Jeremy Petris,France,Defender,right,183.0,BE1,R Charleroi SC,1200000.0,4,0,0,1,980,27
Marco Tilio,Australia,Attack,left,170.0,SC1,Celtic FC,1200000.0,0,0,0,0,28,23
Tomoki Iwata,Japan,Midfield,right,178.0,SC1,Celtic FC,1200000.0,1,0,1,2,1038,27
Oliver Bundgaard,Denmark,Defender,left,182.0,DK1,Viborg FF,1200000.0,3,0,1,1,2129,23
Djevencio van der Kust,Suriname,Defender,left,178.0,NL1,Sparta Rotterdam,1200000.0,3,0,1,6,2683,23
Sanjin Prcic,Bosnia-Herzegovina,Midfield,right,181.0,FR1,RC Strasbourg Alsace,1200000.0,0,0,0,0,88,31
Benhur Keser,Türkiye,Attack,right,185.0,TR1,Caykur Rizespor,1200000.0,3,0,4,4,1542,28
Louicius Don Deedson,Haiti,Attack,left,178.0,DK1,Odense Boldklub,1200000.0,4,0,8,0,1275,23
Florian Müller,Germany,Goalkeeper,left,190.0,L1,SC Freiburg,1200000.0,0,0,0,0,90,27
Danny da Costa,Germany,Defender,right,187.0,L1,1.FSV Mainz 05,1200000.0,1,0,0,1,936,31
Bart Schenkeveld,Netherlands,Defender,right,184.0,GR1,Panathinaikos FC,1200000.0,2,1,0,0,2000,33
Ivan Brnic,Croatia,Attack,right,173.0,GR1,Olympiacos Piraeus,1200000.0,0,0,2,1,625,23
Oumar Sako,Niger,Defender,right,191.0,RU1,FK Rostov,1200000.0,6,0,0,1,1199,28
Samuel Bastien,DR Congo,Midfield,right,175.0,TR1,Kasimpasa,1100000.0,0,0,0,0,216,28
Filip Jagiello,Poland,Midfield,both,180.0,IT1,Genoa CFC,1100000.0,0,0,0,0,94,27
Garry Rodrigues,Cape Verde,Attack,right,173.0,TR1,MKE Ankaragücü,1100000.0,3,0,2,4,804,34
Tonio Teklic,Croatia,Attack,left,182.0,TR1,Fatih Karagümrük,1100000.0,3,0,0,1,447,25
Emanuel Vignato,Italy,Attack,right,175.0,IT1,US Salernitana 1919,1100000.0,1,0,0,1,308,24
Mijo Caktas,Croatia,Midfield,right,179.0,TR1,Sivasspor,1100000.0,1,0,2,0,679,32
Nobel Mendy,Senegal,Defender,left,187.0,ES1,Real Betis Balompié,1000000.0,1,0,0,0,90,20
Vitaliy Lisakovich,Belarus,Attack,right,179.0,RU1,Baltika Kaliningrad,1000000.0,5,0,4,4,1370,26
Papa Amadou Diallo,Senegal,Attack,right,182.0,FR1,FC Metz,1000000.0,1,0,2,1,890,20
Juanma Herzog,Spain,Defender,right,186.0,ES1,UD Las Palmas,1000000.0,1,0,2,0,589,20
Kingstone Mutandwa,Zambia,Attack,right,180.0,IT1,Cagliari Calcio,1000000.0,0,0,1,0,34,22
Yan Dhanda,England,Midfield,right,173.0,SC1,Ross County FC,1000000.0,6,0,3,5,2214,26
José Machín,Equatorial Guinea,Midfield,right,184.0,IT1,AC Monza,1000000.0,2,0,0,0,234,28
Emmanuel Boateng,Ghana,Attack,right,175.0,PO1,Rio Ave FC,1000000.0,10,0,7,4,1928,28
Rildo,Brazil,Attack,right,178.0,PO1,Portimonense SC,1000000.0,3,0,1,1,660,25
Davide Bartesaghi,Italy,Defender,left,193.0,IT1,AC Milan,1000000.0,0,0,0,0,86,19
Jordhy Thompson,Chile,Attack,left,161.0,RU1,FK Orenburg,1000000.0,0,0,2,1,780,20
Facundo Cáseres,Argentina,Midfield,right,178.0,PO1,SC Farense,1000000.0,6,0,0,0,1209,23
Francesco Gelli,Italy,Midfield,right,173.0,IT1,Frosinone Calcio,1000000.0,3,0,0,1,1703,28
Kaelan Casey,England,Defender,right,185.0,GB1,West Ham United,1000000.0,0,0,0,0,1,20
Dzenan Pejcinovic,Germany,Attack,left,188.0,L1,VfL Wolfsburg,1000000.0,1,0,0,0,33,19
Tommaso Corazza,Italy,Defender,right,174.0,IT1,Bologna FC 1909,1000000.0,1,0,1,0,352,20
Konstantinos Manolas,Greece,Defender,right,185.0,IT1,US Salernitana 1919,1000000.0,0,0,0,0,492,33
Arthur Atta,France,Midfield,right,189.0,FR1,FC Metz,1000000.0,0,0,1,2,917,22
Luke Harris,Wales,Midfield,right,177.0,GB1,Fulham FC,1000000.0,0,0,0,0,87,19
Pedrinho,Brazil,Defender,left,177.0,UKR1,Shakhtar Donetsk,1000000.0,5,0,3,2,2830,22
Marc Bola,England,Defender,left,185.0,TR1,Samsunspor,1000000.0,1,0,0,0,1075,27
Simon Elisor,France,Attack,left,185.0,FR1,FC Metz,1000000.0,1,0,1,0,769,25
Siriné Doucouré,Mali,Attack,right,193.0,FR1,FC Lorient,1000000.0,2,0,1,3,422,22
Bonke Innocent,Nigeria,Midfield,right,178.0,FR1,FC Lorient,1000000.0,1,0,0,0,211,29
Pablo Pagis,France,Attack,both,180.0,FR1,FC Lorient,1000000.0,1,0,0,0,167,22
Seydou Fini,Italy,Attack,left,178.0,BE1,Standard Liège,1000000.0,1,0,0,0,80,18
Nathan Fraser,Ireland,Attack,right,188.0,GB1,Wolverhampton Wanderers,1000000.0,1,0,2,1,351,19
Alex Fernandes,Brazil,Attack,left,172.0,RU1,Baltika Kaliningrad,1000000.0,3,0,5,1,1234,22
Lucas Mincarelli,France,Defender,left,179.0,FR1,Montpellier HSC,1000000.0,1,1,1,1,983,21
Henrik Heggheim,Norway,Defender,right,189.0,DK1,Bröndby IF,1000000.0,3,1,0,0,859,23
Justin Lonwijk,Suriname,Midfield,right,189.0,BE1,RSC Anderlecht,1000000.0,3,0,3,3,1149,25
Davide Bettella,Italy,Defender,right,185.0,IT1,AC Monza,1000000.0,0,0,0,0,2,24
Stije Resink,Netherlands,Midfield,right,186.0,NL1,Almere City FC,1000000.0,9,0,1,2,2756,21
Emran Soglo,England,Midfield,left,178.0,FR1,Olympique Marseille,1000000.0,1,0,1,1,200,19
Max Moerstedt,Germany,Attack,right,194.0,L1,TSG 1899 Hoffenheim,1000000.0,0,0,0,0,11,19
Omari Kellyman,England,Midfield,left,191.0,GB1,Aston Villa,1000000.0,0,0,0,1,137,19
Valentin Atangana,France,Midfield,right,173.0,FR1,Stade Reims,1000000.0,0,0,0,0,553,19
Mamadou Sarr,France,Defender,right,194.0,FR1,Olympique Lyon,1000000.0,0,0,0,0,547,19
Marco Palestra,Italy,Midfield,right,186.0,IT1,Atalanta BC,1000000.0,0,0,0,0,6,19
Florian Miguel,France,Defender,left,179.0,BE1,Oud-Heverlee Leuven,1000000.0,4,0,1,1,1669,28
Jayden Danns,England,Attack,right,183.0,GB1,Liverpool FC,1000000.0,1,0,2,0,78,19
Denil Castillo,Ecuador,Midfield,right,189.0,UKR1,Shakhtar Donetsk,1000000.0,2,0,0,0,41,20
Marc Bartra,Spain,Defender,right,184.0,ES1,Real Betis Balompié,1000000.0,2,0,0,0,315,34
Yellu Santiago,Spain,Midfield,right,192.0,ES1,Getafe CF,1000000.0,4,0,1,0,657,20
Zanos Savva,Cyprus,Attack,left,191.0,IT1,Torino FC,1000000.0,0,0,1,0,26,19
Mehdi Abeid,Algeria,Midfield,right,178.0,TR1,Basaksehir FK,1000000.0,3,0,3,3,804,32
João Costa,Portugal,Attack,left,178.0,IT1,AS Roma,1000000.0,1,0,0,0,18,19
Salim El Jebari,Morocco,Attack,right,178.0,ES1,Atlético de Madrid,1000000.0,0,0,0,0,12,20
Tommaso Martinelli,Italy,Goalkeeper,right,194.0,IT1,ACF Fiorentina,1000000.0,0,0,0,0,90,19
Kian Fitz-Jim,Netherlands,Midfield,right,174.0,NL1,Excelsior Rotterdam,1000000.0,1,0,0,1,644,21
Youri Baas,Netherlands,Defender,left,182.0,NL1,NEC Nijmegen,1000000.0,4,0,3,3,1830,21
Gaizka Larrazabal,Spain,Defender,right,181.0,PO1,Casa Pia AC,1000000.0,4,0,2,1,2627,27
Michel Adopo,France,Midfield,right,187.0,IT1,Atalanta BC,1000000.0,0,0,0,1,192,24
Thomas Delaine,France,Defender,left,180.0,FR1,RC Strasbourg Alsace,1000000.0,5,0,1,1,2054,32
Claudio Falcão,Brazil,Midfield,right,187.0,PO1,SC Farense,1000000.0,12,0,4,1,2851,30
Madson,Brazil,Attack,left,164.0,PO1,Moreirense FC,1000000.0,2,0,5,1,1359,25
Ion Nicolaescu,Moldova,Attack,both,184.0,NL1,SC Heerenveen,1000000.0,1,0,5,1,849,26
Vladislav Torop,Russia,Goalkeeper,left,191.0,RU1,CSKA Moscow,1000000.0,1,0,0,0,1386,21
Dan Glazer,Israel,Midfield,right,178.0,GR1,OFI Crete FC,1000000.0,4,0,0,0,1308,28
Deroy Duarte,Cape Verde,Midfield,right,177.0,NL1,Fortuna Sittard,1000000.0,4,0,2,0,2592,25
Nathan Trott,England,Goalkeeper,left,188.0,DK1,Vejle Boldklub,1000000.0,2,0,0,0,1980,26
Jean-Daniel Akpa Akpro,Cote d'Ivoire,Midfield,right,180.0,IT1,AC Monza,1000000.0,5,0,0,0,700,32
Ali Alipour,Iran,Attack,both,181.0,PO1,Gil Vicente FC,1000000.0,1,0,2,1,802,29
Mathias Ross,Denmark,Defender,right,190.0,NL1,NEC Nijmegen,1000000.0,3,0,2,0,1230,24
Afonso Freitas,Portugal,Defender,left,181.0,PO1,Vitória Guimarães SC,1000000.0,3,0,0,0,940,24
Tymur Stetskov,Ukraine,Defender,left,184.0,UKR1,Kryvbas Kryvyi Rig,1000000.0,3,0,1,5,2599,27
Maksim Vityugov,Russia,Midfield,right,179.0,RU1,Krylya Sovetov Samara,1000000.0,4,0,0,1,1726,26
Luiz Phellype,Brazil,Attack,right,188.0,GR1,OFI Crete FC,1000000.0,4,0,7,1,1897,31
Théo Sainte-Luce,France,Defender,left,176.0,FR1,Montpellier HSC,1000000.0,1,0,0,0,345,26
Kevin Lenini,Cape Verde,Midfield,left,181.0,RU1,FK Krasnodar,1000000.0,2,0,1,1,761,28
Helton Leite,Brazil,Goalkeeper,right,196.0,TR1,Antalyaspor,1000000.0,1,0,0,0,3060,34
Vasyl Kravets,Ukraine,Defender,left,185.0,UKR1,SK Dnipro-1,1000000.0,5,0,0,0,1980,27
Sergiy Chobotenko,Ukraine,Defender,right,193.0,UKR1,Polissya Zhytomyr,1000000.0,0,1,0,2,2746,28
Didier Lamkel Zé,Cameroon,Attack,right,189.0,FR1,FC Metz,1000000.0,4,0,4,3,1499,28
Peru Nolaskoain,Spain,Midfield,right,186.0,ES1,Athletic Bilbao,1000000.0,0,0,0,0,192,26
Pablo Roberto,Brazil,Midfield,right,183.0,PO1,Casa Pia AC,1000000.0,7,1,3,6,1734,25
Gökhan Sazdağı,Türkiye,Defender,right,180.0,TR1,Kayserispor,1000000.0,9,0,0,5,2906,30
Simen Nordli,Norway,Attack,right,181.0,DK1,Randers FC,1000000.0,1,0,5,0,1455,25
Vladimir Pisarskiy,Russia,Attack,right,188.0,RU1,Krylya Sovetov Samara,1000000.0,0,0,4,0,546,28
Charilaos Charisis,Greece,Midfield,right,177.0,TR1,Sivasspor,1000000.0,9,0,1,4,2515,30
Andreas Hansen,Denmark,Goalkeeper,right,186.0,DK1,FC Nordsjaelland,1000000.0,2,0,0,1,2310,29
Yvandro Borges Sanches,Luxembourg,Attack,right,177.0,NL1,NEC Nijmegen,1000000.0,0,0,0,2,304,20
Rami Al Hajj,Sweden,Midfield,right,180.0,DK1,Odense Boldklub,1000000.0,4,0,3,7,2004,23
Boris Radunović,Serbia,Goalkeeper,right,194.0,IT1,Cagliari Calcio,1000000.0,0,0,0,0,960,28
Andreas Bouchalakis,Greece,Midfield,left,186.0,GR1,Olympiacos Piraeus,1000000.0,0,0,0,0,60,31
Daniel Schmidt,Japan,Goalkeeper,right,197.0,BE1,Sint-Truidense VV,1000000.0,0,0,0,0,1080,32
Grant-Leon Ranos,Armenia,Attack,right,180.0,L1,Borussia Mönchengladbach,1000000.0,0,0,1,1,60,21
Jesús Vallejo,Spain,Defender,right,184.0,ES1,Granada CF,1000000.0,1,0,0,0,106,28
Evgeniy Markov,Russia,Attack,right,187.0,RU1,Fakel Voronezh,1000000.0,4,0,9,1,1839,30
Cauley Woodrow,England,Attack,right,184.0,GB1,Luton Town,1000000.0,2,0,3,1,656,30
Connor Barron,Scotland,Midfield,right,175.0,SC1,Aberdeen FC,1000000.0,1,0,1,2,1912,22
Lubomir Satka,Slovakia,Defender,right,188.0,TR1,Samsunspor,1000000.0,2,0,1,2,2208,29
Mads Hansen,Denmark,Attack,left,185.0,DK1,FC Nordsjaelland,1000000.0,1,0,2,0,695,22
Haruya Fujii,Japan,Defender,right,187.0,BE1,KV Kortrijk,1000000.0,1,0,0,0,450,24
Grégoire Defrel,France,Attack,left,179.0,IT1,US Sassuolo,1000000.0,1,0,1,2,949,33
Medon Berisha,Albania,Midfield,right,186.0,IT1,US Lecce,1000000.0,1,0,0,0,294,21
Federico Ceccherini,Italy,Defender,right,187.0,TR1,Fatih Karagümrük,1000000.0,9,2,1,0,2056,32
Vyacheslav Tankovskyi,Ukraine,Midfield,right,168.0,UKR1,Polissya Zhytomyr,1000000.0,10,0,2,2,2227,29
Daley Sinkgraven,Netherlands,Defender,left,179.0,ES1,UD Las Palmas,1000000.0,0,1,0,0,524,29
Theo Bair,Canada,Attack,right,191.0,SC1,Motherwell FC,1000000.0,1,0,13,4,2382,25
José Pozo,Spain,Midfield,left,171.0,ES1,Rayo Vallecano,1000000.0,0,0,0,2,131,28
André Römer,Denmark,Midfield,right,186.0,DK1,FC Midtjylland,1000000.0,3,0,1,3,1132,31
Ben Osborn,England,Midfield,left,176.0,GB1,Sheffield United,1000000.0,3,0,0,2,1431,30
Viktor Kornienko,Ukraine,Defender,left,178.0,UKR1,Vorskla Poltava,1000000.0,3,0,1,2,1509,25
Henrique Silva,Brazil,Defender,left,173.0,FR1,Olympique Lyon,1000000.0,2,0,1,0,606,30
Okan Kocuk,Türkiye,Goalkeeper,right,187.0,TR1,Samsunspor,1000000.0,2,0,0,0,3240,29
Antonios Papadopoulos,Germany,Defender,right,186.0,L1,Borussia Dortmund,1000000.0,0,0,0,0,116,25
Andreas Cornelius,Denmark,Attack,left,193.0,DK1,FC Copenhagen,1000000.0,1,0,1,1,728,31
Azizbek Turgunboev,Uzbekistan,Midfield,left,173.0,TR1,Sivasspor,1000000.0,0,0,1,0,812,30
Henok Teklab,Germany,Attack,right,174.0,BE1,Union Saint-Gilloise,1000000.0,1,0,0,1,368,26
Stephen Odey,Nigeria,Attack,right,182.0,DK1,Randers FC,1000000.0,2,0,3,3,1707,27
Ismaila Coulibaly,Mali,Midfield,right,183.0,GB1,Sheffield United,1000000.0,1,0,0,0,90,24
Filip Helander,Sweden,Defender,left,192.0,DK1,Odense Boldklub,1000000.0,1,0,0,1,1389,31
Charles,Brazil,Midfield,right,187.0,DK1,FC Midtjylland,1000000.0,5,0,5,3,1417,28
Dani Figueira,Portugal,Goalkeeper,right,189.0,PO1,GD Estoril Praia,1000000.0,2,0,0,0,1529,26
Nikita Kakkoev,Russia,Midfield,right,184.0,RU1,FC Pari Nizhniy Novgorod,1000000.0,8,0,1,1,2412,25
Alejandro Marqués,Venezuela,Attack,right,189.0,PO1,GD Estoril Praia,1000000.0,4,0,9,1,1465,24
Jordan Clark,England,Midfield,right,183.0,GB1,Luton Town,1000000.0,6,0,3,2,1472,31
Mattheus,Brazil,Midfield,left,182.0,PO1,SC Farense,1000000.0,6,1,7,3,2457,30
Stephen Kingsley,Scotland,Defender,left,178.0,SC1,Heart of Midlothian FC,1000000.0,0,0,1,2,2929,30
Georgios Athanasiadis,Greece,Goalkeeper,right,191.0,GR1,AEK Athens,1000000.0,2,0,0,0,961,31
Fidan Aliti,Kosovo,Defender,left,186.0,TR1,Alanyaspor,1000000.0,7,0,0,2,3047,31
Lucas Lima,Brazil,Defender,left,179.0,TR1,Basaksehir FK,1000000.0,4,0,1,2,1887,33
Oliver Antman,Finland,Attack,right,185.0,DK1,FC Nordsjaelland,1000000.0,0,0,1,1,886,23
Halil Dervişoğlu,Türkiye,Attack,right,183.0,TR1,Hatayspor,1000000.0,1,0,2,1,1028,25
Paulinho,Brazil,Defender,left,178.0,DK1,FC Midtjylland,1000000.0,9,0,19,10,4148,30
Gerrit Holtmann,Philippines,Attack,left,185.0,L1,SV Darmstadt 98,1000000.0,2,0,0,1,584,29
Khoren Bayramyan,Armenia,Midfield,right,169.0,RU1,FK Rostov,1000000.0,7,0,0,4,2085,33
Britt Assombalonga,DR Congo,Attack,right,177.0,TR1,Antalyaspor,1000000.0,5,0,2,0,626,32
Nuno Moreira,Portugal,Attack,right,175.0,PO1,FC Vizela,1000000.0,4,0,4,3,2064,25
Jizz Hornkamp,Netherlands,Attack,right,182.0,NL1,Heracles Almelo,1000000.0,2,0,10,2,1295,26
Erdem Canpolat,Türkiye,Goalkeeper,right,194.0,TR1,Pendikspor,1000000.0,6,0,0,0,3060,23
Elayis Tavsan,Netherlands,Attack,left,183.0,NL1,NEC Nijmegen,1000000.0,3,0,3,3,521,23
Fabian Bredlow,Germany,Goalkeeper,both,190.0,L1,VfB Stuttgart,1000000.0,0,0,0,0,360,29
Uğurcan Yazğılı,Türkiye,Defender,right,184.0,TR1,Konyaspor,1000000.0,5,0,2,2,2692,25
Valentin Eysseric,France,Midfield,right,181.0,TR1,Fatih Karagümrük,1000000.0,9,0,6,7,2423,32
Deian Sorescu,Romania,Midfield,right,175.0,TR1,Gaziantep FK,1000000.0,1,0,4,3,1543,27
Noah Fadiga,Senegal,Defender,right,187.0,BE1,KAA Gent,1000000.0,2,0,0,1,492,25
Jonas Martin,France,Midfield,right,184.0,FR1,Stade Brestois 29,1000000.0,5,0,0,1,1192,34
Mark Brink,Denmark,Midfield,right,177.0,DK1,Silkeborg IF,1000000.0,6,0,0,1,2514,26
Erick Cabaco,Uruguay,Defender,right,185.0,PO1,GD Estoril Praia,1000000.0,0,0,0,0,335,29
Han-beom Lee,"Korea, South",Defender,right,190.0,DK1,FC Midtjylland,1000000.0,0,0,1,2,98,22
Lorenzo Amatucci,Italy,Midfield,right,172.0,IT1,ACF Fiorentina,1000000.0,0,0,0,0,20,20
Mithat Pala,Türkiye,Midfield,right,172.0,TR1,Caykur Rizespor,1000000.0,7,1,0,2,1614,24
Bobby Clark,England,Midfield,right,178.0,GB1,Liverpool FC,1000000.0,1,0,1,2,351,19
Uros Kabic,Serbia,Attack,left,183.0,IT1,Torino FC,1000000.0,0,0,0,0,12,21
Serginho,Cape Verde,Attack,right,183.0,DK1,Viborg FF,1000000.0,2,0,2,2,882,24
Brodie Spencer,Northern Ireland,Defender,right,182.0,SC1,Motherwell FC,1000000.0,8,0,0,1,1678,20
Tobias Salquist,Denmark,Defender,both,190.0,DK1,Silkeborg IF,1000000.0,2,0,1,0,1631,29
Alexandru Maxim,Romania,Midfield,right,177.0,TR1,Gaziantep FK,1000000.0,8,0,3,9,2678,34
Stiven Mendoza,Colombia,Attack,left,171.0,TR1,Adana Demirspor,1000000.0,2,0,3,0,1082,32
Giovanni Bonfanti,Italy,Defender,left,187.0,IT1,Atalanta BC,1000000.0,1,0,1,0,179,22
Konrad Michalak,Poland,Attack,right,176.0,TR1,Konyaspor,1000000.0,0,0,0,1,228,27
Habib Keïta,Mali,Midfield,left,182.0,FR1,Clermont Foot 63,1000000.0,4,0,1,0,1274,22
Jorge Pascual,Spain,Attack,left,187.0,ES1,Villarreal CF,1000000.0,0,0,1,0,139,21
Camilo,Brazil,Midfield,right,176.0,RU1,Akhmat Grozny,1000000.0,5,0,1,1,1937,25
Jack Robinson,England,Defender,left,180.0,GB1,Sheffield United,1000000.0,10,0,1,1,2976,31
Divin Mubama,England,Attack,left,183.0,GB1,West Ham United,1000000.0,0,0,0,0,271,20
Juninho,Brazil,Defender,left,187.0,DK1,FC Midtjylland,1000000.0,2,0,1,1,2519,29
Aziz Ouattara,Cote d'Ivoire,Midfield,right,188.0,BE1,KRC Genk,1000000.0,0,0,0,0,440,24
Zidane Iqbal,Iraq,Midfield,right,181.0,NL1,FC Utrecht,1000000.0,0,0,0,0,571,21
Nnamdi Collins,Germany,Defender,right,191.0,L1,Eintracht Frankfurt,1000000.0,0,0,0,0,90,21
João Mendes,Portugal,Defender,left,179.0,PO1,FC Porto,1000000.0,4,1,7,4,2014,24
